id,title,listingCode,url,area,city,province,propertyType,capacity,extraCapacity,bedrooms,builtAreaM2,landAreaM2,amenities,basePrice,weekendPrice,extraGuestFee,rating,reviewsCount
host-3297585,کلبه سوئیسی در بابلکنار - سیدکلا,3297585,https://www.jajiga.com/room/3297585,سیدکلا,بابلکنار,مازندران,کلبه دربست,4,2,1,100,200,"پارکینگ|استخر|جکوزی|سیستم گرمایشی|چشم‌انداز",2400000,3650000,750000,5,9
